osm_id,osm_name,osm_type,hfr_id,hfr_name,hfr_type,hfr_lga,probability,decision,factor_name,factor_geo,distance_km,type_agree,explanation
way/292047628,Sambauna Primary Health Centre,PHC,9a834e9f-cf19-43f1-a0bd-a968b43ad199,Sanbauna Basic Health Center,PHC,Minjibir,0.9102,review,0.6964,0.9975,0.004,True,name 70%; 0.0 km apart; type match
way/377468732,Proposed Paediatric Hospital,HOSPITAL,1a4c4c56-824b-4840-9427-319907b013b1,New H B Paediatric Hospital,HOSPITAL,Tarauni,0.9038,review,0.6827,0.9969,0.005,True,name 68%; 0.0 km apart; type match
way/286564662,Mai Aduwa Health Post,HEALTH_POST,216f8a16-89d7-4c88-8de7-f1fcb4d222a5,Yanlada Health Post,HEALTH_POST,Makoda,0.8984,review,0.672,0.9994,0.001,True,name 67%; 0.0 km apart; type match
way/794666692,Kafin Lemo Health Clinic,CLINIC,13746c65-c4ee-41b4-8650-da4baf257934,Kafin Lemu Health Clinic,CLINIC,Sumaila,0.898,match,0.96,0.3107,1.753,True,name 96%; 1.8 km apart; type match
way/291446533,Gammo M.P.H.C Primary Health Centre,PHC,45b4c014-eb1b-42fb-828f-33ff51bdb34c,Gammo Model Primary Care Center,PHC,Kabo,0.8925,review,0.6609,0.9976,0.004,True,name 66%; 0.0 km apart; type match
way/291447294,Sharifai Health Post,HEALTH_POST,c7fdbce9-0c8d-4523-b015-4d0c4e932077,Sharifai Health Post,HEALTH_POST,Kabo,0.888,match,1.0,0.1703,2.655,True,name 100%; 2.7 km apart; type match
way/287495752,Abdullahi Muhammad Wase General Hospital;Kano Emergency Operations Center,HOSPITAL,f96a13e7-07f3-47e6-b2d2-e8c577df392f,Mohammed Abdullahi Wase General Hospital,HOSPITAL,Nassarawa,0.8852,review,0.6562,0.9797,0.031,True,name 66%; 0.0 km apart; type match
way/292037285,Yatsi Health Post,HEALTH_POST,1c1627fe-4265-432f-b9af-0ae98e8e6695,Yatsi Health Post,HEALTH_POST,Bichi,0.8806,match,1.0,0.1399,2.95,True,name 100%; 3.0 km apart; type match
node/12282454153,RAHAMA CHEMIST,PHARMACY,2128c323-e326-4be0-b47a-080d3a615b1d,Dorayi Karama Primary Health Center,PHC,Gwale,0.8774,review,0.6581,0.9435,0.087,False,name 66%; 0.1 km apart; type differs
way/803648944,MRS Barracks Primary Health Centre,PHC,d370cd68-c1e8-458a-b93a-165e23c07004,Janguza Barrack Clinic,CLINIC,Tofa,0.8674,review,0.65,0.9247,0.117,False,name 65%; 0.1 km apart; type differs
node/5668757228,Kano Emergency Operations Center,HOSPITAL,9945237d-520a-403e-966f-850465803f4d,Kano Primary Health Center,PHC,Nassarawa,0.8645,match,0.825,0.4959,1.052,False,name 82%; 1.1 km apart; type differs
way/292065963,SSS Dawakin Tofa Health Post,HEALTH_POST,d8308029-fd28-4d4c-8318-a02f5f5248a9,Science Secondary School Health Clinic Dawakin Tofa,CLINIC,Dawakin Tofa,0.8576,review,0.6038,0.999,0.002,False,name 60%; 0.0 km apart; type differs
node/2929137249,Kirya Health Post,HEALTH_POST,4140ad79-d793-45fa-8c4c-c3b734bd854d,Zaura Health Post,HEALTH_POST,Dawakin Tofa,0.855,review,0.6,0.9941,0.009,True,name 60%; 0.0 km apart; type match
way/290171121,Ba'Awa Health Post,HEALTH_POST,45567d1b-47c8-4e3f-ad40-6c494238159f,Kiyawa Basic Health Center,PHC,Bagwai,0.843,review,0.5833,0.9973,0.004,False,name 58%; 0.0 km apart; type differs
way/291754202,Albasu Cottage Primary Health Centre,PHC,43324c24-77f7-42ac-9172-a8a464d5b9e3,Umar Faragai Health Center,PHC,Albasu,0.8417,review,0.5873,0.9862,0.021,True,name 59%; 0.0 km apart; type match
way/792164184,Bakin Ruwa Health Post,HEALTH_POST,81f309c7-067c-455f-8b7b-cbeeee5f05b8,Sheikh Abubakar Mujin Yawa Health Care,PHC,Dala,0.8413,review,0.5877,0.9841,0.024,False,name 59%; 0.0 km apart; type differs
way/292051043,Zabainawar Dansudu Health Post,HEALTH_POST,898e7b58-c6c1-420e-a1cc-1ca4219d8008,Dansudu Health Post,HEALTH_POST,Minjibir,0.8249,review,0.56,0.9975,0.004,True,name 56%; 0.0 km apart; type match
node/2923573779,Dutsan Amare Health Post,HEALTH_POST,0f74efa5-5827-4483-ac64-924c43d4b39d,Dutsen Amare Health Post,HEALTH_POST,Karaye,0.8199,review,0.9303,0.1013,3.435,True,name 93%; 3.4 km apart; type match
way/287705340,Kwandarma Health Post,HEALTH_POST,e4cddc6d-c92b-4edc-91ae-2674fd24f3c2,Tunkunawa Health Post,HEALTH_POST,Minjibir,0.8135,review,0.5463,0.9987,0.002,True,name 55%; 0.0 km apart; type match
way/291444193,Rinji Health Post,HEALTH_POST,f28ebc43-9b0f-499c-92de-ce38f4864d3b,Danmaliki Health Post,HEALTH_POST,Kabo,0.8087,review,0.5407,0.9923,0.012,True,name 54%; 0.0 km apart; type match
way/291446797,Sule Galadima Garo General Hospital,HOSPITAL,43075e34-149d-4146-bc02-cfae20595fdf,Garo Primary Health Center,PHC,Kabo,0.8055,review,0.537,0.9993,0.001,False,name 54%; 0.0 km apart; type differs
way/295383220,Lamco Pharmacy,PHARMACY,20b77ff6-292f-44db-b140-ec6f8bae5802,Almu Memorial Hospital,HOSPITAL,Tarauni,0.8047,review,0.6192,0.8017,0.332,False,name 62%; 0.3 km apart; type differs
way/377493645,Dangi Pharmacy,PHARMACY,533272d4-33a8-4a85-8131-d3f16be699dc,Jaoji Primary Health Center,PHC,Tarauni,0.7946,review,0.6,0.8209,0.296,False,name 60%; 0.3 km apart; type differs
node/12282340293,AFUWA CHEMIST,PHARMACY,b4a16e6a-1501-410f-a71a-10aa3e50097f,Galula Health Center,PHC,Ungogo,0.7941,review,0.7,0.5807,0.815,False,name 70%; 0.8 km apart; type differs
node/12282454152,GANO RAHAMA CHEMIST,PHARMACY,2128c323-e326-4be0-b47a-080d3a615b1d,Dorayi Karama Primary Health Center,PHC,Gwale,0.7938,review,0.6976,0.5859,0.802,False,name 70%; 0.8 km apart; type differs
node/7909953527,Amino Kanu Teaching Hospital,HOSPITAL,98a6b181-dd19-40c6-b373-993ed479a6da,Aminu Kano Teaching Hospital,HOSPITAL,Tarauni,0.7869,review,0.92,0.0369,4.951,True,name 92%; 5.0 km apart; type match
node/12282454148,GIDAN MAGANI,PHARMACY,b4440aa9-b260-49f7-a2fd-161fb2c8b3ef,Dorayi Charity Health Post,HEALTH_POST,Gwale,0.7831,review,0.5873,0.8217,0.295,False,name 59%; 0.3 km apart; type differs
way/792159540,Akth Primary Health Centre,PHC,2a59c1e1-e87d-4e5a-aa39-6dfbfd675c0d,Mallam Mohammed Abdullahi Wase Comprehensive Health Center,PHC,Kumbotso,0.7795,review,0.5152,0.9852,0.022,True,name 52%; 0.0 km apart; type match
way/292065949,GSS Gramma Health Post,HEALTH_POST,4276024c-0131-4261-aa7f-dd858338dc05,Goverment Secondary School Health Clinic,CLINIC,Dawakin Tofa,0.7699,review,0.4991,0.9985,0.002,False,name 50%; 0.0 km apart; type differs
node/12282454145,GANO MEDICINE STORE,PHARMACY,b4440aa9-b260-49f7-a2fd-161fb2c8b3ef,Dorayi Charity Health Post,HEALTH_POST,Gwale,0.7598,review,0.5944,0.7485,0.434,False,name 59%; 0.4 km apart; type differs
node/2925699894,Kafin Dabga Health Post,HEALTH_POST,84451115-6162-42e5-836c-db4fcae62987,Zungurau Health Post,HEALTH_POST,Karaye,0.7474,review,0.4773,0.9992,0.001,True,name 48%; 0.0 km apart; type match
node/12282340291,SARIRA 2,PHARMACY,b4a16e6a-1501-410f-a71a-10aa3e50097f,Galula Health Center,PHC,Ungogo,0.7401,review,0.5278,0.8631,0.221,False,name 53%; 0.2 km apart; type differs
way/802981007,Universal Specialist Hospital,HOSPITAL,1a4c4c56-824b-4840-9427-319907b013b1,New H B Paediatric Hospital,HOSPITAL,Tarauni,0.7299,review,0.5,0.9071,0.146,True,name 50%; 0.1 km apart; type match
way/291442540,Hawandawaki Health Post,HEALTH_POST,a4a51596-7284-4ce0-b607-2801d92b6ffe,Danbare Health Post,HEALTH_POST,Kumbotso,0.7242,review,0.456,0.9966,0.005,True,name 46%; 0.0 km apart; type match
node/12282340295,DR KHALID TRADITIONAL HERBAL,PHARMACY,fa3a7abd-38f4-4c58-9196-e65c3dba35a6,Dantamashe Primary Health Center,PHC,Ungogo,0.721,review,0.4937,0.9034,0.152,False,name 49%; 0.2 km apart; type differs
way/972938910,Task Force X Hospital,HOSPITAL,13003846-4f30-469c-a07a-be67ceccd7cc,Danlashi Model Health Center,PHC,Dala,0.7112,review,0.5913,0.6497,0.647,False,name 59%; 0.6 km apart; type differs
node/2929137244,Gawon Bature Health Post,HEALTH_POST,c5d6850e-22be-4032-8e03-3a0d2e6327d6,Saye Health Post,HEALTH_POST,Bichi,0.711,review,0.4444,0.9987,0.002,True,name 44%; 0.0 km apart; type match
node/12282454149,MADADI,CLINIC,014c1c22-97ab-4e74-b154-d3454fb69fdd,Madakin Gini Health Clinic,CLINIC,Dala,0.7045,review,0.85,0.0182,6.006,True,name 85%; 6.0 km apart; type match
node/12282340285,SALMA MEDICINE STORE,PHARMACY,8239af78-d35d-4738-85de-03265470bf16,Gama Primary Health Center,PHC,Nassarawa,0.7037,review,0.6333,0.534,0.941,False,name 63%; 0.9 km apart; type differs
node/12282454147,ATTAUFIQ MEDICINE STORE,PHARMACY,b4440aa9-b260-49f7-a2fd-161fb2c8b3ef,Dorayi Charity Health Post,HEALTH_POST,Gwale,0.6768,review,0.5062,0.784,0.365,False,name 51%; 0.4 km apart; type differs
node/12282340292,MUHAMMADIYA,HOSPITAL,8239af78-d35d-4738-85de-03265470bf16,Gama Primary Health Center,PHC,Nassarawa,0.6759,review,0.5631,0.6463,0.655,False,name 56%; 0.7 km apart; type differs
node/12282454144,ABDULFATAH PHARMACY,PHARMACY,b4440aa9-b260-49f7-a2fd-161fb2c8b3ef,Dorayi Charity Health Post,HEALTH_POST,Gwale,0.6669,review,0.4857,0.8138,0.309,False,name 49%; 0.3 km apart; type differs
node/12282340286,NAZEE ALBARKA MEDICINE STORE,PHARMACY,fa3a7abd-38f4-4c58-9196-e65c3dba35a6,Dantamashe Primary Health Center,PHC,Ungogo,0.6664,review,0.4937,0.794,0.346,False,name 49%; 0.3 km apart; type differs
node/12282340296,ZUMUNTA PROVISION AND MEDICAL STORE,PHARMACY,fa3a7abd-38f4-4c58-9196-e65c3dba35a6,Dantamashe Primary Health Center,PHC,Ungogo,0.6626,review,0.5857,0.5669,0.851,False,name 59%; 0.9 km apart; type differs
node/12282454155,MUBARAKUN MEDICINE,CLINIC,2128c323-e326-4be0-b47a-080d3a615b1d,Dorayi Karama Primary Health Center,PHC,Gwale,0.6577,review,0.4996,0.7632,0.405,False,name 50%; 0.4 km apart; type differs
node/13119419701,Al Ihsan Clinics and Surgery,CLINIC,a1b57e73-37f4-4b77-b88c-8d5755881fda,Yar Akwa Health Post,HEALTH_POST,Tarauni,0.6521,review,0.5476,0.6381,0.674,False,name 55%; 0.7 km apart; type differs
node/12282454150,FIRST CLASS CLINIC AND MATERNITY,MATERNITY,ebb33b5c-2761-45c5-b942-5e4d0e94a38a,Chiranci Basic Health Center,PHC,Kumbotso,0.6472,review,0.6342,0.4221,1.294,False,name 63%; 1.3 km apart; type differs
node/12282340287,A.Y CHEMIST KARSHEN AIKI,PHARMACY,fa3a7abd-38f4-4c58-9196-e65c3dba35a6,Dantamashe Primary Health Center,PHC,Ungogo,0.6373,review,0.5472,0.6115,0.738,False,name 55%; 0.7 km apart; type differs
node/12282340284,ABU HANNEFA MEDICINE STORE,PHARMACY,b57afa1a-4ca9-432b-bab8-eea474fbc107,Dalal Health Clinic,CLINIC,Ungogo,0.6266,review,0.4923,0.7232,0.486,False,name 49%; 0.5 km apart; type differs
node/12282340298,MEDICINE STORE,PHARMACY,90d771ec-9580-4300-bcd4-d138b99eb825,Mecure Diagnostic Center,,Fagge,0.6247,review,0.7937,0.0074,7.354,False,name 79%; 7.4 km apart
way/794666440,Agwar Maje Maternity,MATERNITY,3f67a9f0-6d5f-405a-8a18-ec57578d1fd5,Bango Health Post,HEALTH_POST,Takai,0.6145,review,0.5333,0.6033,0.758,False,name 53%; 0.8 km apart; type differs
node/12282340300,J MEDICAL CENTER,CLINIC,07ae4afd-7c01-4fe5-84ed-82acf61def83,Jaafaru Health Clinic,CLINIC,Nassarawa,0.6049,review,0.7429,0.0859,3.683,True,name 74%; 3.7 km apart; type match
way/988008362,red cross hospital,HOSPITAL,4289e93a-daa3-409c-ae34-732c76abc285,Medicare Clinic,CLINIC,Tarauni,0.5995,review,0.6481,0.3025,1.794,False,name 65%; 1.8 km apart; type differs
node/12282340297,NGY KORE CHEMIST,PHARMACY,e3903429-1128-4ad4-ad85-1797a2de9479,Dan Kurkuru Health Post,HEALTH_POST,Ungogo,0.5843,review,0.6212,0.3401,1.618,False,name 62%; 1.6 km apart; type differs
way/794669968,Samanja Dispensary,DISPENSARY,3201fe91-86e9-4004-8036-a23a95a6ba53,Maganda Health Clinic,CLINIC,Doguwa,0.564,review,0.7429,0.0142,6.377,False,name 74%; 6.4 km apart; type differs
node/12282454151,GIDAN MAGANI AL-MISBAH MEDICINE STORE,PHARMACY,ebb33b5c-2761-45c5-b942-5e4d0e94a38a,Chiranci Basic Health Center,PHC,Kumbotso,0.5582,review,0.5949,0.3577,1.542,False,name 59%; 1.5 km apart; type differs
node/12282340290,B KABO MEDICINE STORE,PHARMACY,8239af78-d35d-4738-85de-03265470bf16,Gama Primary Health Center,PHC,Nassarawa,0.5569,review,0.5317,0.5061,1.021,False,name 53%; 1.0 km apart; type differs
node/12282340289,DISCOUNT MEDICINE,PHARMACY,b4a16e6a-1501-410f-a71a-10aa3e50097f,Galula Health Center,PHC,Ungogo,0.5364,no_match,0.4085,0.7652,0.401,False,name 41%; 0.4 km apart; type differs
node/12282454146,BILKISU MEDICAL CENTER TINGA,CLINIC,ebb33b5c-2761-45c5-b942-5e4d0e94a38a,Chiranci Basic Health Center,PHC,Kumbotso,0.5315,no_match,0.5842,0.3371,1.631,False,name 58%; 1.6 km apart; type differs
node/12282340288,RIMIN KEBE MEDICINE STORE,PHARMACY,90d771ec-9580-4300-bcd4-d138b99eb825,Mecure Diagnostic Center,,Fagge,0.4828,no_match,0.6752,0.0373,4.935,False,name 68%; 4.9 km apart
way/794667023,Shirgiya Health Clinic,CLINIC,29c86ec3-ac3f-4d63-aa0f-bc509b8c7a1b,Birnin Bako Health Post,HEALTH_POST,Takai,0.471,no_match,0.6212,0.146,2.886,False,name 62%; 2.9 km apart; type differs
